language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.08"
JavaScript,Frontend/src/features/modelParameters/logic/modelParameterCriteria.js,20,0,66
JavaScript,Backend/routes/auth.route.js,17,0,65
JSX,Frontend/src/features/admin/models/components/ReviewList.jsx,3,0,65
JavaScript,Backend/app.js,20,0,63
JavaScript,Frontend/src/features/activeIssues/logic/activeIssueDrawerDetails.js,16,48,63
JavaScript,Frontend/src/features/finishedIssues/logic/sortFinishedIssues.js,16,0,62
JavaScript,Backend/modules/issues/finished/finishedPayload/buildFinishedEvaluationDisplayPayloads.js,12,0,61
JavaScript,Backend/utils/common/ids.js,17,0,61
JSX,Frontend/src/features/auth/components/AuthLayout.jsx,9,0,61
JavaScript,Backend/models/IssueStageResults.js,3,0,60
JavaScript,Backend/modules/admin/users/removeDeletedUserFromIssues.js,10,0,60
JavaScript,Backend/modules/decisionEngine/modelParameters/handlers/criteriaWeights.parameter.js,13,0,60
JavaScript,Backend/modules/issues/creation/createIssueParticipants.js,8,0,60
JSX,Frontend/src/features/activeIssues/components/ActiveIssuesTinyStat.jsx,5,11,60
JSX,Frontend/src/features/admin/components/AdminSectionShell.jsx,11,8,60
JSX,Frontend/src/features/finishedIssueDialog/components/FinishedIssueDialogLayout.jsx,10,7,60
JSX,Frontend/src/features/settings/components/SettingsHeader.jsx,5,0,60
JavaScript,Frontend/src/features/activeIssues/hooks/useActiveIssuesScreenSync.js,13,28,59
JSX,Frontend/src/features/createIssue/criteria/components/CriteriaWeightingMethodCard.jsx,3,0,59
JavaScript,Frontend/src/features/createIssue/logic/createIssueAlternatives.js,12,0,59
Python,ApiModels/models/vikor/vikor_model.py,13,1,58
JavaScript,Backend/scripts/generate-openapi.mjs,7,0,58
JSX,Frontend/src/features/admin/AdminView.jsx,6,5,58
JSX,Frontend/src/features/issueEvaluation/components/EvaluationDialogHost.jsx,12,0,58
JavaScript,Backend/modules/decisionEngine/evaluations/structures/alternativeCriteriaMatrix/alternativeCriteriaMatrix.getPayload.js,7,0,57
JSX,Frontend/src/features/activeIssues/components/ActiveIssueConfirmDialog.jsx,6,14,57
JavaScript,Frontend/src/features/auth/styles/auth.styles.js,7,0,57
JavaScript,Frontend/src/features/modelParameters/modelParameterRegistry.js,7,0,56
JSX,Frontend/src/features/settings/components/fields/EmailField.jsx,4,0,56
JSX,Frontend/src/features/settings/components/fields/NameField.jsx,5,0,56
JSX,Frontend/src/features/settings/components/fields/UniversityField.jsx,6,0,56
Python,ApiModels/api/routers/models.py,13,2,55
JavaScript,Backend/models/IssueEvaluations.js,3,0,55
JavaScript,Backend/modules/decisionEngine/modelExecution/executeScenarioModel.js,5,0,55
JavaScript,Backend/modules/decisionEngine/modelParameters/handlers/fuzzyCriteriaWeights.parameter.js,11,0,55
JavaScript,Backend/seeds/seedExpressionDomains.js,4,0,55
Python,ApiModels/legacy/mcc_model.py,22,52,54
JavaScript,Backend/modules/issues/creation/buildIssueDocument.js,1,0,54
JavaScript,Backend/modules/issues/finished/finishedPayload/buildFinishedRankings.js,8,0,54
JavaScript,Backend/modules/issues/shared/evaluationCoverage.js,7,0,54
JSX,Frontend/src/features/settings/components/fields/PasswordField.jsx,5,0,54
JSX,Frontend/src/features/activeIssues/components/drawer/ActiveIssueAlternatives.jsx,5,7,52
JSX,Frontend/src/features/admin/issues/components/AdminIssuesStatCard.jsx,5,10,52
JavaScript,Frontend/src/features/admin/styles/admin.styles.js,5,27,52
JavaScript,Backend/modules/decisionEngine/evaluations/structures/manualCriteriaWeights/manualCriteriaWeights.getPayload.js,8,0,51
JavaScript,Backend/modules/decisionEngine/modelParameters/handlers/fuzzyArray.parameter.js,12,0,51
